#separator:Semicolon
#html:false
#columns:ID;German Word;English Word;Tags
#deck:Motive A1 Wortliste
#tags column:4
#guid column:1

MA1W_0095;wir;we;pronoun
MA1W_0096;woher;where from;adverb
MA1W_0097;Abend, der, -e;evening;noun
MA1W_0098;Bangkok;Bangkok;noun
MA1W_0099;Berlin;Berlin;noun
MA1W_0100;elf;eleven;numeral
MA1W_0101;es;it;pronoun
MA1W_0102;Frage, die, -n;question;noun
MA1W_0103;Honolulu;Honolulu;noun
MA1W_0104;Kapstadt;Cape Town;noun
MA1W_0105;Lima;Lima;noun
MA1W_0106;Mexico City;Mexico City;noun
MA1W_0107;Mittag, der, -e;noon, midday;noun
MA1W_0108;Morgen, der, -;morning;noun
MA1W_0109;Nachmittag, der, -e;afternoon;noun
MA1W_0110;Nacht, die, :-e;night;noun
MA1W_0111;New York;New York;noun
MA1W_0112;San Francisco;San Francisco;noun
MA1W_0113;spät;late;adjective
MA1W_0114;Tokio;Tokyo;noun
MA1W_0115;Vormittag, der, -e;late morning;noun
MA1W_0116;zehn;ten;numeral
MA1W_0117;zwölf;twelve;numeral
MA1W_0118;am;on, at;preposition
MA1W_0119;Bild, das, -er;picture, image;noun
MA1W_0120;Dienstag, der, -e;Tuesday;noun
MA1W_0121;frei;free;adjective
MA1W_0122;frei haben;to have free time, to have time off;verb
MA1W_0123;glauben;to believe, to think;verb
MA1W_0124;haben;to have;verb
MA1W_0125;in der Nacht;in the night, at night;preposition
MA1W_0126;Montag, der, -e;Monday;noun
MA1W_0127;morgen;tomorrow;adverb
MA1W_0128;noch einmal;once again;adverb
MA1W_0129;Tabelle, die, -n;table, chart;noun
MA1W_0130;wann;when;adverb
MA1W_0131;wer;who;pronoun
MA1W_0132;wo;where;adverb
MA1W_0133;aber;but;conjunction
MA1W_0134;da;there, here;adverb
MA1W_0135;da sein;to be there, to be present;verb
MA1W_0136;dort;there;adverb
MA1W_0137;oder;or;conjunction
MA1W_0138;sein;"to be; his";verb pronoun
MA1W_0139;antworten;to answer;verb
MA1W_0140;Donnerstag, der, -e;Thursday;noun
MA1W_0141;fragen;to ask;verb
MA1W_0142;Freitag, der, -e;Friday;noun
MA1W_0143;heute;today;adverb
MA1W_0144;Mittwoch, der, -e;Wednesday;noun
MA1W_0145;Samstag, der, -e;Saturday;noun
MA1W_0146;Sonntag, der, -e;Sunday;noun
MA1W_0147;was;what;pronoun
MA1W_0148;Wochentag, der, -e;weekday;noun
MA1W_0149;ja;yes;particle
MA1W_0150;Bleistift, der, -e;pencil;noun
MA1W_0151;Buch, das, :-er;book;noun
MA1W_0152;CD, die, -s;CD;noun
MA1W_0153;das;the, that;article pronoun
MA1W_0154;der;the;article pronoun
MA1W_0155;die;the;article pronoun
MA1W_0156;Fenster, das, -;window;noun
MA1W_0157;Heft, das, -e;notebook, exercise book;noun
MA1W_0158;Kugelschreiber, der, -;pen;noun
MA1W_0159;Lampe, die, -n;lamp;noun
MA1W_0160;man;one, you (indefinite pronoun);pronoun
MA1W_0161;Nummer, die, -n;number;noun
MA1W_0162;Papier, das, -e;paper;noun
MA1W_0163;Radiergummi, der, -s;eraser;noun
MA1W_0164;Stuhl, der, :-e [A] Sessel, der, -;chair;noun
MA1W_0165;Tisch, der, -e;table;noun
MA1W_0166;denn;because, for, then, so;conjunction particle
MA1W_0167;ein-;a, one (prefix for separable verbs);article prefix
MA1W_0168;schreiben;to write;verb
MA1W_0169;Auto, das, -s;car;noun
MA1W_0170;Bus, der, -se;bus;noun
MA1W_0171;doch [ja – nein – doch];yes – no – on the contrary, but;particle
MA1W_0172;Hamburger, der, -;hamburger;noun
MA1W_0173;kein-;no, not a, not any;article
MA1W_0174;kennen;to know (a person or place);verb
MA1W_0175;Pizza, die, -s / Pizzen;pizza;noun
MA1W_0176;Polizei, die, -en;police;noun
MA1W_0177;Satz, der, :-e;sentence;noun
MA1W_0178;WC, das, -s;toilet, WC;noun
MA1W_0179;Ausland, das, Sg.;foreign countries, abroad;noun
MA1W_0180;Bekannte, der / die, -n;acquaintance;noun
MA1W_0181;E-Mail schreiben;to write an e-mail;verb
MA1W_0182;E-Mail, die, -s [A/CH] E-Mail, das, -s;e-mail;noun
MA1W_0183;gut;good;adjective
MA1W_0184;Japan, das, Sg.;Japan;noun
MA1W_0185;jetzt;now;adverb
MA1W_0186;Luxemburg;Luxembourg;noun
MA1W_0187;nicht gut;not good;adjective
MA1W_0188;oft;often;adverb
MA1W_0189;Rio de Janeiro;Rio de Janeiro;noun
MA1W_0190;sehr;very;adverb
MA1W_0191;sehr gut;very good;adjective
MA1W_0192;skypen;to skype;verb
MA1W_0193;SMS schreiben;to write a text message;verb
MA1W_0194;Tag, der, -e;day;noun
MA1W_0195;telefonieren;to telephone, to make a phone call;verb
MA1W_0196;Wie gut …;How well …;adverb
MA1W_0197;Antwort, die, -en;answer;noun
MA1W_0198;Familie, die, -n;family;noun
MA1W_0199;Fernsehquiz, das, -;TV quiz;noun
MA1W_0200;finden;to find;verb
MA1W_0201;für;for;preposition
MA1W_0202;ganze Familie;whole family;noun
MA1W_0203;gern;gladly, like to;adverb
MA1W_0204;klassisch;classical;adjective
MA1W_0205;klassische Musik;classical music;noun
MA1W_0206;Lieblings-;favorite (prefix);adjective prefix
MA1W_0207;Lieblingsschauspieler, der, -;favorite actor;noun
MA1W_0208;Lieblingstag, der, -e;favorite day;noun
MA1W_0209;Musik, die, -en;music;noun
MA1W_0210;Punkt, der, -e;point, dot, full stop;noun
MA1W_0211;Quiz, das, -;quiz;noun
MA1W_0212;Schauspieler, der, -;actor;noun
MA1W_0213;schön;beautiful, lovely, nice;adjective
MA1W_0214;Schönen guten Abend;Good evening;noun
MA1W_0215;spielen;to play;verb
MA1W_0216;surfen;to surf;verb
MA1W_0217;Tennis (spielen);(to play) tennis;noun verb
MA1W_0218;wandern;to hike;verb
MA1W_0219;arbeiten;to work;verb
MA1W_0220;Hausarbeit machen;to do housework;verb
MA1W_0221;Hausarbeit, die, -en;housework;noun
MA1W_0222;im Internet surfen;to surf the internet;verb
MA1W_0223;kochen;to cook;verb
MA1W_0224;lernen;to learn, to study;verb
MA1W_0225;machen;to do, to make;verb
MA1W_0226;schwimmen;to swim;verb
MA1W_0227;Sprache, die, -n;language;noun
MA1W_0228;Sprachen lernen;to learn languages;verb
MA1W_0229;tanzen;to dance;verb
MA1W_0230;Fernsehen, das, Sg.;television;noun
MA1W_0231;Horrorfilm, der, -e;horror film;noun
MA1W_0232;interessant;interesting;adjective
MA1W_0233;Jazz, der, Sg.;jazz;noun
MA1W_0234;langweilig;boring;adjective
MA1W_0235;Mathematik (Mathe), die, Sg.;mathematics (math);noun
MA1W_0236;Österreich;Austria;noun
MA1W_0237;schrecklich;terrible, awful;adjective
MA1W_0238;toll;great, fantastic;adjective
MA1W_0239;Das weiß ich nicht.;I don't know that.;verb
MA1W_0240;dein-;your (informal, singular, possessive);pronoun
MA1W_0241;Ihr-;your (formal, possessive);pronoun
MA1W_0242;Land, das, :-er;country;noun
MA1W_0243;Lieblingsfilm, der, -e;favorite film;noun
MA1W_0244;mein-;my;pronoun
MA1W_0245;meinen;my (accusative, masculine);pronoun
MA1W_0246;Schauspielerin, die, -nen;actress;noun
MA1W_0247;Sportler, der, -;athlete, sportsman;noun
MA1W_0248;Stadt, die, :-e;city, town;noun
MA1W_0249;Tageszeit, die, -en;time of day;noun
MA1W_0250;Was meinen Sie?;What do you mean?;verb
MA1W_0251;Wie bitte?;"Pardon?; Excuse me?";adverb interjection
MA1W_0252;Zahl, die, -en;number;noun
MA1W_0253;allein;alone;adjective
MA1W_0254;als (Präp);as (preposition);preposition
MA1W_0255;arbeiten als;to work as;verb preposition
MA1W_0256;Bauer, der, -n;farmer;noun
MA1W_0257;Bayern, das, Sg.;Bavaria;noun
MA1W_0258;Beruf, der, -e;profession, job;noun
MA1W_0259;Bruder, der, :-;brother;noun
MA1W_0260;einfach;simple, easy;adjective
MA1W_0261;Eltern, Pl.;parents;noun
MA1W_0262;Familienleben, das, -;family life;noun
MA1W_0263;Fernliebe, die, -n;long-distance love;noun
MA1W_0264;Frau (Ehefrau), die, -en;wife;noun
MA1W_0265;Freund, der, -e;friend (male);noun
MA1W_0266;geschieden;divorced;adjective
MA1W_0267;Geschwister, Pl.;siblings;noun
MA1W_0268;groß;big, tall, great;adjective
MA1W_0269;immer;always;adverb
MA1W_0270;Kasachstan;Kazakhstan;noun
MA1W_0271;Kind, das, -er;child;noun
MA1W_0272;Kinderfrau, die, -en;nanny, childminder;noun
MA1W_0273;klein;small, little;adjective
MA1W_0274;leben;to live;verb
MA1W_0275;Leben, das, -;life;noun
MA1W_0276;Liebe, die, -n;love;noun
MA1W_0277;lieben;to love;verb
MA1W_0278;Mann (Ehemann), der, :-er;husband;noun
MA1W_0279;noch;still, yet;adverb
MA1W_0280;Partner, der, -;partner (male);noun
MA1W_0281;sagen;to say;verb
MA1W_0282;Schweiz, die, Sg.;Switzerland;noun
MA1W_0283;Schwester, die, -n;sister;noun
MA1W_0284;sehr viel lernen;to study a lot;verb
MA1W_0285;Sohn, der, :-e;son;noun
MA1W_0286;Soziologe, der, -n;sociologist;noun
MA1W_0287;Thailand, das, Sg.;Thailand;noun
MA1W_0288;Thema, das, Themen;topic, subject;noun
MA1W_0289;Tochter, die, :-;daughter;noun
MA1W_0290;verheiratet;married;adjective
MA1W_0291;von Beruf sein;to be by profession;verb
MA1W_0292;Weltfamilie, die, -n;global family;noun
MA1W_0293;wohnen;to live, to reside;verb
MA1W_0294;Zürich;Zurich;noun
MA1W_0295;Cousin, der, -s;cousin (male);noun
MA1W_0296;Cousine, die, -n;cousin (female);noun
MA1W_0297;euer / eur-;your (informal, plural, possessive);pronoun
MA1W_0298;Großeltern, Pl.;grandparents;noun
MA1W_0299;Großmutter, die, :-;grandmother;noun
MA1W_0300;Großvater, der, :-;grandfather;noun
MA1W_0301;ihr-;her, their, its;pronoun
MA1W_0302;Mutter, die, :-;mother;noun
MA1W_0303;Oma, die, -s;grandma;noun
MA1W_0304;Onkel, der, -;uncle;noun
MA1W_0305;Opa, der, -s;grandpa;noun
MA1W_0306;sein-;his, its;pronoun
MA1W_0307;Stammbaum, der, :-e;family tree;noun
MA1W_0308;Tante, die, -n;aunt;noun
MA1W_0309;unser / unsr-;our;pronoun
MA1W_0310;Vater, der, :-;father;noun
MA1W_0311;viel;much, many;pronoun adjective adverb
MA1W_0312;wie viele;how many;pronoun
MA1W_0313;genau;exactly, precise;adjective adverb
MA1W_0314;Ja genau.;Yes, exactly.;adverb
MA1W_0315;alt;old;adjective
MA1W_0316;Arbeit, die, -en;work, job;noun
MA1W_0317;Arzt, der, :-e;doctor (male);noun
MA1W_0318;Ärztin, die, -nen;doctor (female);noun
MA1W_0319;auf;on, on top of, at;preposition
MA1W_0320;Barkeeper, der, -;bartender;noun
MA1W_0321;Erzieher, der, -;preschool teacher, educator (male);noun
MA1W_0322;Erzieherin, die, -nen;preschool teacher, educator (female);noun
MA1W_0323;Essen, das, -;food, meal;noun
MA1W_0324;Form, die, -en;form, shape;noun
MA1W_0325;Friseur, der, -e [CH] Coiffeur, -e;hairdresser (male);noun
MA1W_0326;Friseurin, die, -nen [CH] Coiffeuse, die, -n;hairdresser (female);noun
MA1W_0327;Heimweh, das, Sg.;homesickness;noun
MA1W_0328;Hotelmanager, der, -;hotel manager (male);noun
MA1W_0329;Hotelmanagerin, die, -nen;hotel manager (female);noun
MA1W_0330;Ingenieur, der, -e;engineer (male);noun
MA1W_0331;Ingenieurin, die, -nen;engineer (female);noun
MA1W_0332;Jahr, das, -e;year;noun
MA1W_0333;Jahre alt sein;to be years old;verb
MA1W_0334;jeden Tag;every day;adverb
MA1W_0335;Job, der, -s;job;noun
MA1W_0336;Kabine, die, -n;cabin;noun
MA1W_0337;Kapitän, der, -e;captain (male);noun
MA1W_0338;Kapitänin, die, -nen;captain (female);noun
MA1W_0339;Kellner, der, - [CH] Serviceangestellte, der –n;waiter;noun
MA1W_0340;Kellnerin, die, -nen [CH] Serviceangestellte, die –n;waitress;noun
MA1W_0341;Koch, der, :-e;cook, chef (male);noun
MA1W_0342;Köchin, die, -nen;cook, chef (female);noun
MA1W_0343;Krankenpfleger, der, -;nurse (male);noun
MA1W_0344;Krankenschwester, die, -n;nurse (female);noun
MA1W_0345;Kreuzfahrtschiff, das, -e;cruise ship;noun
MA1W_0346;Manager, der, -;manager (male);noun
MA1W_0347;Managerin, die, -nen;manager (female);noun
MA1W_0348;manchmal;sometimes;adverb
MA1W_0349;männlich;male, masculine;adjective
MA1W_0350;Meer, das, -e;sea, ocean;noun
MA1W_0351;Musiker, der, -;musician (male);noun
MA1W_0352;Musikerin, die, -nen;musician (female);noun
MA1W_0353;Rezeptionist, der, -en;receptionist (male);noun
MA1W_0354;Rezeptionistin, die, -nen;receptionist (female);noun
MA1W_0355;Schiff, das, -e;ship;noun
MA1W_0356;schlecht;bad, poor;adjective
MA1W_0357;Schneider, der, -;tailor, cutter (male);noun
MA1W_0358;Schneiderin, die, -nen;tailor, cutter (female);noun
MA1W_0359;schon;already, yet;adverb particle
MA1W_0360;schon vier Jahre;for four years already;adverb
MA1W_0361;Sonne, die, -n;sun;noun
MA1W_0362;Steward, der, -s;steward;noun
MA1W_0363;Stewardess, die, -en;stewardess;noun
MA1W_0364;Stunde, die, -n;hour;noun
MA1W_0365;Team, das, -s;team;noun
MA1W_0366;weiblich;female, feminine;adjective
MA1W_0367;Woche, die, -n;week;noun
MA1W_0368;zum Beispiel;for example;adverb
MA1W_0369;Frankreich;France;noun
MA1W_0370;geboren;born;adjective verb
MA1W_0371;Griechenland;Greece;noun
MA1W_0372;Großbritannien;Great Britain;noun
MA1W_0373;Italien;Italy;noun
MA1W_0374;Liste, die, -n;list;noun
MA1W_0375;Rumänien;Romania;noun
MA1W_0376;Spanien;Spain;noun
MA1W_0377;Türkei, die;Turkey;noun
MA1W_0378;Ukraine, die;Ukraine;noun
MA1W_0379;dreizehn;thirteen;numeral
MA1W_0380;hundert;hundred;numeral
MA1W_0381;zwanzig;twenty;numeral
MA1W_0382;Schweden;Sweden;noun
MA1W_0383;selbstständig;self-employed, independent;adjective adverb
MA1W_0384;Tourist, der, -en;tourist (male);noun
MA1W_0385;Touristin, die, -nen;tourist (female);noun
MA1W_0386;Alter, das (Sg.);age;noun
MA1W_0387;Auto fahren;to drive a car;verb
MA1W_0388;chatten;to chat;verb
MA1W_0389;essen;to eat;verb
MA1W_0390;fahren;to drive, to go, to ride;verb
MA1W_0391;Fußball, der;football, soccer;noun
MA1W_0392;Kommunikation, die, -en;communication;noun
MA1W_0393;Konsum, der, Sg.;consumption;noun
MA1W_0394;Lebensmittel, das, -;food, groceries;noun
MA1W_0395;Restaurant, das, -s;restaurant;noun
MA1W_0396;Sport machen;to do sports, to exercise;verb
MA1W_0397;Sport, der, -e (selten);sport;noun
MA1W_0398;Telefonieren, das, Sg.;telephoning, the act of telephoning;noun
MA1W_0399;Urlaub machen;to take a vacation, to go on holiday;verb
MA1W_0400;Urlaub, der, -e [CH] Ferien, die (Pl.);vacation, holiday;noun
MA1W_0401;viel lesen;to read a lot;verb
MA1W_0402;Wohnung, die, -en;apartment, flat;noun
MA1W_0403;Abschnitt, der, -e;section, paragraph;noun
MA1W_0404;bedeuten;to mean, to signify;verb
MA1W_0405;bekommen;to get, to receive;verb
MA1W_0406;bleiben;to stay, to remain;verb
MA1W_0407;brauchen;to need, to require;verb
MA1W_0408;Ding, das, -e;thing;noun
MA1W_0409;doch [Partikel];but, however, though;particle
MA1W_0410;DVD, die, -s;DVD;noun
MA1W_0411;einmal;once, one time;adverb
MA1W_0412;es gibt;there is, there are;verb
MA1W_0413;etwas;something, a little;pronoun adverb
MA1W_0414;Geld, das, -er;money;noun
MA1W_0415;Geschichte, die, -n;story, history;noun
MA1W_0416;glücklich;happy, lucky;adjective
MA1W_0417;Idee, die, -n;idea;noun
MA1W_0418;kaufen;to buy;verb
MA1W_0419;klar;clear, of course;adjective adverb
MA1W_0420;klar sein;to be clear;verb
MA1W_0421;kosten;to cost;verb
MA1W_0422;Lösung, die, -en;solution;noun
MA1W_0423;nicht so toll;not so great;adjective
MA1W_0424;nichts;nothing;pronoun
MA1W_0425;Party, die, -s;party;noun
MA1W_0426;Platz, der, :-e;place, space, square;noun
MA1W_0427;Problem, das, -e;problem;noun
MA1W_0428;Radiogeschichten, Pl.;radio stories;noun
MA1W_0429;Sache, die, -n;thing, matter;noun
MA1W_0430;sehen;to see;verb
MA1W_0431;so;so, like this;adverb pronoun
MA1W_0432;Tauschbörse, die, -n;swap meet, exchange platform;noun
MA1W_0433;tauschen;to exchange, to swap;verb
MA1W_0434;Tauschpartner, der, -;exchange partner;noun
MA1W_0435;Textabschnitt, der, -e;text section, paragraph;noun
MA1W_0436;wirklich;really, truly;adverb adjective
MA1W_0437;zu Hause;at home;adverb
MA1W_0438;zweimal;twice, two times;adverb
MA1W_0439;Blume, die, -n;flower;noun
MA1W_0440;Briefmarke, die, -n;postage stamp;noun
MA1W_0441;Computerspiel, das, -e;computer game;noun
MA1W_0442;Fahrrad, das, :-er [CH] Velo, das, -s;bicycle;noun
MA1W_0443;Fernseher, der, -;television set;noun
MA1W_0444;Hose, die, -n;trousers, pants;noun
MA1W_0445;Klavier, das, -e;piano;noun
MA1W_0446;Kühlschrank, der, :-e;refrigerator;noun
MA1W_0447;mehr;more;pronoun adverb
MA1W_0448;Neupreis, der, -e;original price;noun
MA1W_0449;nicht mehr;no more, no longer;adverb
MA1W_0450;Schrank, der, :-e [A] Kasten, der, :-;cupboard, closet;noun
MA1W_0451;Spiel, das, -e;game, match;noun
MA1W_0452;billig;cheap, inexpensive;adjective
MA1W_0453;Cent, der, -s;cent;noun
MA1W_0454;Euro, der, -s;euro;noun
MA1W_0455;nur;only, just;adverb
MA1W_0456;Preis, der, -e;price;noun
MA1W_0457;teuer;expensive;adjective
MA1W_0458;wie viel;how much;pronoun adverb
MA1W_0459;Apfel, der, :-;apple;noun
MA1W_0460;Birne, die, -n;pear;noun
MA1W_0461;Brot, das, -e;bread;noun
MA1W_0462;Brötchen, das, - [A] Semmel, die, -n [CH] Brötli, das, -;roll (bread);noun
MA1W_0463;Butter, die, Sg.;butter;noun
MA1W_0464;Cola, die / das, -s;cola;noun
MA1W_0465;Ei, das -er;egg;noun
MA1W_0466;Eis (Speise-), das, Sg. [CH] Glacé, das, -s / die, -n;ice cream;noun
MA1W_0467;Fisch, der, -e;fish;noun
MA1W_0468;Fleisch, das, Sg.;meat;noun
MA1W_0469;Hähnchen, das, - [A] Hendl, das, -n [CH] Poulet, das, -s;chicken;noun
MA1W_0470;Joghurt, der / das, -s;yogurt;noun
MA1W_0471;Karotte, die, -n [CH] Rüebli, das, -;carrot;noun
MA1W_0472;Kartoffel, die, -n [A] Erdapfel, der, :-;potato;noun
MA1W_0473;Käse, der, -;cheese;noun
MA1W_0474;lang;long;adjective
MA1W_0475;leer;empty;adjective
MA1W_0476;Nudel, die, -n [CH] Teigware, die, -n;noodle, pasta;noun
MA1W_0477;Orange, die, -n;orange;noun
MA1W_0478;Orangensaft, der, :-e;orange juice;noun
MA1W_0479;Reis, der, Sg.;rice;noun
MA1W_0480;Saft, der, :-e;juice;noun
MA1W_0481;Salat, der, -e;salad;noun
MA1W_0482;so lang wie möglich;as long as possible;adverb
MA1W_0483;Tee, der, -s;tea;noun
MA1W_0484;Tomate, die, -n [A] Paradeiser, der, -;tomato;noun
MA1W_0485;Wurst, die, :-e;sausage;noun
MA1W_0486;mögen;to like, to want;verb
MA1W_0487;nie;never;adverb
MA1W_0488;schmecken [CH] fein sein;to taste;verb
MA1W_0489;Supermarkt, der, :-e;supermarket;noun
MA1W_0490;trinken;to drink;verb
MA1W_0491;Milch, die, Sg.;milk;noun
MA1W_0492;Appetit, der, -e;appetite;noun
MA1W_0493;einkaufen;to shop, to buy groceries;verb
MA1W_0494;Frühstück, das, -e [CH] Morgenessen, das, -;breakfast;noun
MA1W_0495;Gemüse, das, -;vegetables;noun
MA1W_0496;geöffnet;open;adjective
MA1W_0497;geschlossen;closed;adjective
MA1W_0498;Guten Appetit.;Enjoy your meal.;interjection
MA1W_0499;halb;half;adjective numeral
MA1W_0500;Hunger haben;to be hungry;verb
MA1W_0501;Hunger, der, Sg.;hunger;noun
MA1W_0502;inoffiziell;unofficial;adjective
MA1W_0503;Kantine, die, -n;canteen, cafeteria;noun
MA1W_0504;Karottenkuchen, der, -;carrot cake;noun
MA1W_0505;Käsebrötchen, das, -;cheese roll;noun
MA1W_0506;Kuchen, der, -;cake;noun
MA1W_0507;mit;with;preposition
MA1W_0508;Mittagessen, das, -;lunch;noun
MA1W_0509;nach;after, to;preposition
MA1W_0510;offiziell;official;adjective
MA1W_0511;Pommes frites, Pl.;French fries;noun
MA1W_0512;richtig essen;to eat properly;verb
MA1W_0513;Sahne, die, (Sg.) [A] Obers, das (Sg.) [CH] Rahm, der (Sg.);cream;noun
MA1W_0514;Schweizer Alpen, Pl.;Swiss Alps;noun
MA1W_0515;Stück, das, -e;piece, item;noun
MA1W_0516;Uhrzeit, die, -en;time (of day);noun
MA1W_0517;um (temporal);at (temporal);preposition
MA1W_0518;viel essen;to eat a lot;verb
MA1W_0519;Viertel nach;quarter past;noun
MA1W_0520;Viertel vor;quarter to;noun
MA1W_0521;Viertel, das, - [CH] Viertel, der, -;quarter;noun
MA1W_0522;von … bis;from … to;preposition
MA1W_0523;vor;before, in front of;preposition
MA1W_0524;wenig;little, few;pronoun adjective adverb
MA1W_0525;wenig essen;to eat little;verb
MA1W_0526;wie immer;as always;adverb
MA1W_0527;zu Mittag;for lunch;adverb
MA1W_0528;zusammenpassen;to go together, to match;verb
MA1W_0529;Bankangestellte, die / der, -n;bank clerk, bank employee;noun
MA1W_0530;Berg, der, -e;mountain;noun
MA1W_0531;Bergrestaurant, das, -s;mountain restaurant;noun
MA1W_0532;das macht;that makes, that will be;verb
MA1W_0533;Durst haben;to be thirsty;verb
MA1W_0534;Durst, der, (Sg.);thirst;noun
MA1W_0535;Hafen, der, :-;harbor, port;noun
MA1W_0536;Hamburger Hafen, der, :-;Hamburg harbor;noun
MA1W_0537;Kaffeehaus, das, :-er;coffee house;noun
MA1W_0538;Kartoffelsalat, der, -e;potato salad;noun
MA1W_0539;Kneipe, die, -n [A] Beisel, das, - [CH] Beiz, die –en;pub, bar;noun
MA1W_0540;Lehrerin, die, -nen;teacher (female);noun
MA1W_0541;leider;unfortunately, sadly;adverb
MA1W_0542;Lokal, das, -e;restaurant, bar, pub;noun
MA1W_0543;meistens;mostly, usually;adverb
MA1W_0544;Natur, die, -en;nature;noun
MA1W_0545;nehmen;to take;verb
MA1W_0546;nicht so viel;not so much;adverb
MA1W_0547;Raclette, das / die, -s;raclette;noun
MA1W_0548;Rentner, der, - [A] Pensionist, der, -en [CH] Pensionierte, der, .n;pensioner, retiree (male);noun
MA1W_0549;Schach, das, -s;chess;noun
MA1W_0550;Schnitzel, das, -;escalope, cutlet;noun
MA1W_0551;Speise, die, -n;dish, food;noun
MA1W_0552;Sportlehrerin, die, -nen;sports teacher (female);noun
