#separator:Semicolon
#html:false
#columns:ID;German Word;English Word;Tags
#deck:Motive A2 Wortliste
#tags column:4
#guid column:1

MA2W_0251;Soap, die, -s;soap opera;noun lesson_11
MA2W_0252;spielen in;to be set in, to take place in;verb lesson_11
MA2W_0253;Tiger, der, -;tiger;noun lesson_11
MA2W_0254;unbeliebt;unpopular;adjective lesson_11
MA2W_0255;unhöflich;impolite, rude;adjective lesson_11
MA2W_0256;Wildschwein, das, -e;wild boar;noun lesson_11
MA2W_0257;Wohngemeinschaft, die, -en;shared flat, shared apartment;noun lesson_11
MA2W_0258;Zebra, das, -s;zebra;noun lesson_11
MA2W_0259;Zoo, der, -s;zoo;noun lesson_11
MA2W_0260;Zoosendung, die, -en;zoo programme, zoo show;noun lesson_11
MA2W_0261;Zootiere, Pl.;zoo animals;noun lesson_11
MA2W_0262;zurück;back;adverb lesson_11
MA2W_0263;zurück sein;to be back;verb lesson_11
MA2W_0264;zusammenleben;to live together;verb lesson_11
MA2W_0265;Zuschauer, der, -;viewer, spectator, audience member (male);noun lesson_11
MA2W_0266;Akku, der, -s;battery, rechargeable battery;noun lesson_11
MA2W_0267;fotografieren;to photograph, to take pictures;verb lesson_11
MA2W_0268;Bär, der, -en;bear;noun lesson_11
MA2W_0269;Besucher, der, -;visitor (male);noun lesson_11
MA2W_0270;Eisbär, der, -en;polar bear;noun lesson_11
MA2W_0271;füttern;to feed;verb lesson_11
MA2W_0272;Geburt, die, -en;birth;noun lesson_11
MA2W_0273;melden;to report, to announce;verb lesson_11
MA2W_0274;Quadratmeter, der, -;square meter;noun lesson_11
MA2W_0275;Sensation, die, -en;sensation;noun lesson_11
MA2W_0276;Star, der, -s;star;noun lesson_11
MA2W_0277;Tierpfleger, der, -;zookeeper, animal keeper (male);noun lesson_11
MA2W_0278;Zoobesucher, der, -;zoo visitor (male);noun lesson_11
MA2W_0279;Zookritiker, der, -;zoo critic (male);noun lesson_11
MA2W_0280;Astronaut, der, -en;astronaut (male);noun lesson_11
MA2W_0281;Ballon, der, -s / -e;balloon;noun lesson_11
MA2W_0282;Direktor, der, -en;director, manager (male);noun lesson_11
MA2W_0283;Lüge, die, -n;lie, falsehood;noun lesson_11
MA2W_0284;Motorrad, das, :-er;motorbike, motorcycle;noun lesson_11
MA2W_0285;Popstar, der, -s;pop star;noun lesson_11
MA2W_0286;stimmen;to be correct, to be right, to vote;verb lesson_11
MA2W_0287;Zirkus, der, -se;circus;noun lesson_11
MA2W_0288;Zirkusdirektor, der, -en;circus director (male);noun lesson_11
MA2W_0289;Allergie, die, -n;allergy;noun lesson_11
MA2W_0290;aufpassen;to pay attention, to watch out, to look after;verb lesson_11
MA2W_0291;freinehmen;to take time off;verb lesson_11
MA2W_0292;süß (Aussehen);cute, sweet (appearance);adjective lesson_11
MA2W_0293;weil;because;conjunction lesson_11
MA2W_0294;riechen;to smell;verb lesson_11
MA2W_0295;riechen gut;to smell good;verb lesson_11
MA2W_0296;stören;to disturb, to bother;verb lesson_11
MA2W_0297;Batterie, die, -n;battery;noun lesson_11
MA2W_0298;Birne, die, -n;light bulb, pear;noun lesson_11
MA2W_0299;CD-Player, der, -;CD player;noun lesson_11
MA2W_0300;Drucker, der, -;printer;noun lesson_11
MA2W_0301;EC-Karte, die, -n [A] Bankomatkarte, die, -n;debit card, cash card;noun lesson_11
MA2W_0302;funktionieren;to function, to work;verb lesson_11
MA2W_0303;Heizung, die, -en;heating;noun lesson_11
MA2W_0304;Kabel, das, -;cable, wire;noun lesson_11
MA2W_0305;Kopierer, der, -;photocopier, copier;noun lesson_11
MA2W_0306;Licht, das, -er;light;noun lesson_11
MA2W_0307;PIN-Code, der, -s;PIN code;noun lesson_11
MA2W_0308;Speicherkarte, die, -n;memory card;noun lesson_11
MA2W_0309;Steckdose, die, -n;socket, power outlet;noun lesson_11
MA2W_0310;Strom, der, :-e;electricity, power, current;noun lesson_11
MA2W_0311;Taschenlampe, die, -n;torch, flashlight;noun lesson_11
MA2W_0312;voll;full;adjective lesson_11
MA2W_0313;Alpen, Pl.;Alps;noun lesson_11
MA2W_0314;ausfüllen;to fill in, to fill out;verb lesson_11
MA2W_0315;Basel;Basel;noun lesson_11
MA2W_0316;Bern;Bern;noun lesson_11
MA2W_0317;Formular, das, -e;form;noun lesson_11
MA2W_0318;Genf;Geneva;noun lesson_11
MA2W_0319;Grenze, die, -n;border, boundary;noun lesson_11
MA2W_0320;meist-;most (prefix);adjective prefix lesson_11
MA2W_0321;Quadratkilometer, der, -;square kilometer;noun lesson_11
MA2W_0322;Schaf, das, -e;sheep;noun lesson_11
MA2W_0323;Schweizer, der, -;Swiss person (male);noun lesson_11
MA2W_0324;Südschweiz, die, Sg.;Southern Switzerland;noun lesson_11
MA2W_0325;Tierschützer, der, -;animal rights activist (male);noun lesson_11
MA2W_0326;USA, Pl.;USA;noun lesson_11
MA2W_0327;Wolf, der, :-e;wolf;noun lesson_11
MA2W_0328;Ahnung, die, -en;idea, clue;noun lesson_11
MA2W_0329;Blatt (Baum), das, :-er;leaf;noun lesson_11
MA2W_0330;Dorf, das, :-er;village;noun lesson_11
MA2W_0331;Feld, das, -er;field;noun lesson_11
MA2W_0332;hinten;at the back, in the rear;adverb lesson_11
MA2W_0333;Huhn, das, :-er;chicken, hen;noun lesson_11
MA2W_0334;Katze, die, -n;cat;noun lesson_11
MA2W_0335;Kuh, die, :-e;cow;noun lesson_11
MA2W_0336;Landschaft, die, -en;landscape, scenery;noun lesson_11
MA2W_0337;Mitte, die, -n;middle, center;noun lesson_11
MA2W_0338;Mond, der, -e;moon;noun lesson_11
MA2W_0339;Pferd, das, -e;horse;noun lesson_11
MA2W_0340;Pflanze, die, -n;plant;noun lesson_11
MA2W_0341;Schnee, der, Sg.;snow;noun lesson_11
MA2W_0342;Schwein, das, -e;pig;noun lesson_11
MA2W_0343;Stern, der, -e;star;noun lesson_11
MA2W_0344;Stimmung, die, -en;mood, atmosphere;noun lesson_11
MA2W_0345;Strand, der, :-e;beach;noun lesson_11
MA2W_0346;Tal, das, :-er;valley;noun lesson_11
MA2W_0347;Vogel, der, :-;bird;noun lesson_11
MA2W_0348;vorn (vorne);at the front, in front;adverb lesson_11
MA2W_0349;Wald, der, :-er;forest, wood;noun lesson_11
MA2W_0350;Wolke, die, -n;cloud;noun lesson_11
MA2W_0351;Eisfischen, das, Sg.;ice fishing;noun lesson_12
MA2W_0352;Jahreszeit, die, -en;season;noun lesson_12
MA2W_0353;Pilz, der, -e [A] Schwammerl, das, -;mushroom;noun lesson_12
MA2W_0354;räumen;to clear, to remove, to tidy;verb lesson_12
MA2W_0355;Russland, das, Sg.;Russia;noun lesson_12
MA2W_0356;sammeln;to collect, to gather;verb lesson_12
MA2W_0357;wegtun;to put away, to remove;verb lesson_12
MA2W_0358;Winterkleidung, die, -en;winter clothes;noun lesson_12
MA2W_0359;wunderschön;wonderful, beautiful;adjective lesson_12
MA2W_0360;Autodach, das, :-er;car roof;noun lesson_12
MA2W_0361;blitzen;to flash;verb lesson_12
MA2W_0362;Chemie, die, Sg.;chemistry;noun lesson_12
MA2W_0363;chemisch;chemical;adjective lesson_12
MA2W_0364;Dach, das, :-er;roof;noun lesson_12
MA2W_0365;damals;then, at that time, in those days;adverb lesson_12
MA2W_0366;donnern;to thunder;verb lesson_12
MA2W_0367;Eiszeit, die, -en;ice age;noun lesson_12
MA2W_0368;Gericht (Justiz), das, -e;court (of law);noun lesson_12
MA2W_0369;Gewitter, das, -;thunderstorm;noun lesson_12
MA2W_0370;Gewitterwolke, die, -n;thundercloud;noun lesson_12
MA2W_0371;Hagel, der, Sg.;hail;noun lesson_12
MA2W_0372;Hagelflieger, der, -;hail protection aircraft;noun lesson_12
MA2W_0373;Hagelkorn, das, :-er;hailstone;noun lesson_12
MA2W_0374;Hausdach, das, :-er;house roof;noun lesson_12
MA2W_0375;heiß;hot;adjective lesson_12
MA2W_0376;Hexe, die, -n;witch;noun lesson_12
MA2W_0377;Himmel, der, -;sky, heaven;noun lesson_12
MA2W_0378;Hühnerei, das, -er;hen's egg;noun lesson_12
MA2W_0379;Jahrhundert, das, -e;century;noun lesson_12
MA2W_0380;klopfen;to knock, to tap;verb lesson_12
MA2W_0381;kühl;cool;adjective lesson_12
MA2W_0382;manipulieren;to manipulate;verb lesson_12
MA2W_0383;Metall, das, -e;metal;noun lesson_12
MA2W_0384;Metallfigur, die, -en;metal figure, metal figurine;noun lesson_12
MA2W_0385;Rauch, der, Sg.;smoke;noun lesson_12
MA2W_0386;Richtung, die, -en;direction;noun lesson_12
MA2W_0387;Technik, die, -en;technology, technique;noun lesson_12
MA2W_0388;Wetterexperten, Pl.;weather experts;noun lesson_12
MA2W_0389;Wetterhexe, die, -n;weather witch;noun lesson_12
MA2W_0390;Wetterstation, die, -en;weather station;noun lesson_12
MA2W_0391;bewölkt;cloudy, overcast;adjective lesson_12
MA2W_0392;hageln;to hail;verb lesson_12
MA2W_0393;Hitze, die, Sg.;heat;noun lesson_12
MA2W_0394;Kälte, die, Sg.;cold;noun lesson_12
MA2W_0395;kaum;hardly, scarcely;adverb lesson_12
MA2W_0396;minus;minus, below zero;preposition lesson_12
MA2W_0397;Nebel, der, -;fog, mist;noun lesson_12
MA2W_0398;neblig;foggy, misty;adjective lesson_12
MA2W_0399;schneien;to snow;verb lesson_12
MA2W_0400;sonnig;sunny;adjective lesson_12
MA2W_0401;Sturm, der, :-e;storm;noun lesson_12
MA2W_0402;stürmen;to storm;verb lesson_12
MA2W_0403;Temperatur, die, -en;temperature;noun lesson_12
MA2W_0404;Wärme, die, Sg.;warmth;noun lesson_12
MA2W_0405;Wetterbericht, der, -e;weather forecast, weather report;noun lesson_12
MA2W_0406;windig;windy;adjective lesson_12
MA2W_0407;Angestellte, der / die, -n;employee (male / female);noun lesson_12
MA2W_0408;Arbeiter, der, -;worker (male);noun lesson_12
MA2W_0409;Durchschnitt, der, -e;average;noun lesson_12
MA2W_0410;Ferien, Pl.;holidays, vacation;noun lesson_12
MA2W_0411;Planung, die, -en;planning;noun lesson_12
MA2W_0412;schließen;to close;verb lesson_12
MA2W_0413;Städtereise, die, -n;city trip;noun lesson_12
MA2W_0414;Urlaubsplanung, die, -en;holiday planning, vacation planning;noun lesson_12
MA2W_0415;verbringen;to spend (time);verb lesson_12
MA2W_0416;wenn;if, when;conjunction lesson_12
MA2W_0417;Aktivität, die, -en;activity;noun lesson_12
MA2W_0418;Grillparty, die, -s;barbecue party;noun lesson_12
MA2W_0419;Pizzeria, die, -s /Pizzarien;pizzeria;noun lesson_12
MA2W_0420;planen;to plan;verb lesson_12
MA2W_0421;Prüfungsfragen, Pl.;exam questions;noun lesson_12
MA2W_0422;ängstlich;anxious, fearful;adjective lesson_12
MA2W_0423;Chaos, das, Sg.;chaos;noun lesson_12
MA2W_0424;Eile, die, Sg.;hurry, rush;noun lesson_12
MA2W_0425;Fingernagel, der, :-;fingernail;noun lesson_12
MA2W_0426;Geschirr, das, -e;dishes;noun lesson_12
MA2W_0427;schimpfen;to scold, to tell off, to complain;verb lesson_12
MA2W_0428;spülen;to wash up, to rinse;verb lesson_12
MA2W_0429;tolerant;tolerant;adjective lesson_12
MA2W_0430;vergessen;to forget;verb lesson_12
MA2W_0431;Alpenvorland, das, Sg.;Alpine foothills;noun lesson_12
MA2W_0432;Fahrer, der, -;driver (male);noun lesson_12
MA2W_0433;Fernfahrer, der, -;long-distance driver (male);noun lesson_12
MA2W_0434;Fernfahrerin, die, -nen;long-distance driver (female);noun lesson_12
MA2W_0435;Finnland, das, Sg.;Finland;noun lesson_12
MA2W_0436;glatt;slippery, smooth;adjective lesson_12
MA2W_0437;Irland;Ireland;noun lesson_12
MA2W_0438;LKW, der, -s;lorry, truck;noun lesson_12
MA2W_0439;Ostsee, die, Sg.;Baltic Sea;noun lesson_12
MA2W_0440;Polen;Poland;noun lesson_12
